kind,path,sha256,detail,canonical_run_id,git_sha,git_branch,git_dirty,generated_at
output,pipeline/releases/canon_004/estimates/c18_bootstrap_diagnostics.csv,9f12373d37995f40e18e6aa86a09bdb4f4256aabe277e267427be051184cf768,69494,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/main/Fig1_home_jurisdiction.pdf,3bc1c02f8bd8b356690e5365c3cbc106c1cb437426367ce34869b696260ef2f6,59058,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/main/Fig1_home_jurisdiction.png,af4d05b8b0750aacf4d8f8683596cbfc5dcf52dd5d36bb05766d4574c07d4094,341934,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/main/Fig1_home_jurisdiction.svg,617c58539e4d86b3e6af5f6f1768d33957b754d651c759ab6487de354971e22b,212829,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/main/Fig2_language_framing.pdf,12b34bf72e2aa9d9bec36be3bfa6814a85cd7f264526680239e995362ce24b57,7694,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/main/Fig2_language_framing.png,eaad0d3fcddee8261de1ddc23df29b10b1ee064bfcce67d61a07d5496540ab3d,311854,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/main/Fig2_language_framing.svg,5fc164957c923253d39c1b46aaccf70a4f9fc4dc4bd81c5412daec271860c38f,35367,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/main/Fig3_content.pdf,e6c4ead932384b85b89d770cea4c20b544b40a261e2995b53207c8d9889b3701,6291,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/main/Fig3_content.png,a3e64198d8cd14bc86d7886667ad80aa0112b51b0af6280154807a07c1a2f9a2,216761,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/main/Fig3_content.svg,35ff094b9abae4a7e1bb5b8976d8b7b8d0c1b4c0ee2f7bbe87c6d46592e36ccb,17944,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/extended/ED1_judge_sensitivity.pdf,c37bdabee18d1ee016546fe4201da848a6efad104e5bef6f683ccd777ac044f1,6288,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/extended/ED1_judge_sensitivity.png,b753332cfb450a2871593607912d946024dede9f5e3b1c181a68399127640d58,166773,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/extended/ED1_judge_sensitivity.svg,313b50dd4acd0e85855cd4bdc664ad53158f60a6f32dfe45498a5c70daa666ca,19068,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/extended/ED2_sensitivity_panels.pdf,9ab6539756d0f78e4d4fe019761ca5310b75d2c0f83a21a54dbb53f6c5c771a0,11258,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/extended/ED2_sensitivity_panels.png,645bb4713f12b00233675ca48a88addc3076a9b9ce22c52c11ebd678a1e6e6bb,576812,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/extended/ED2_sensitivity_panels.svg,0597f410da33b3547719f03dbc9706a380eb579b8acda96620c1965fe045bdf2,48435,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/extended/ED3_refusal_text_projection.pdf,a48124ea466becff97396e62c8fe12e521cb67fe29a3a6a4ce4e98723dbe99e9,712366,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/extended/ED3_refusal_text_projection.png,0b08716f8b7aaa9c3038fd7da2fd6f26ee098cf3933d2ff2c3b10fcc192d1775,669595,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/extended/ED3_refusal_text_projection.svg,05c8271523d4f7758db59c7997be5361afa79234f4b11dd8b99d7a6358483558,1973379,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/extended/ED4_language_detail.pdf,c8513df5bff51a5326d0f60efca9b4e2743e79e70d2884a1e7b2acdaf83478dc,9365,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/extended/ED4_language_detail.png,af8f549c27ccac28b7f8e5cabbba8793be5afba954e106f295d149b3b9b07158,244340,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
output,pipeline/releases/canon_004/figures/extended/ED4_language_detail.svg,f8a77af0a0bb22a139f9eaa7c851193463b7c19f8af3154e6fce9e7a4a793b53,31131,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/_theme.R,b514445bcd8d4b2dc06a5a5a80407cce961ec2f8e075a69e942e806ec63cccc5,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/01_data_loading.R,8a69ae9b5c4336c48af27627c4430c51a1def9320f0e1c9b581c4114c3276491,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/02_judge_reliability.R,fd608532690bbc213ed6e2c6b077da8458d6917a37d957597d951555e6650240,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/10_canonical_common.R,2fada024b18007adfb0e1e9c053517082b43c1e455e20626cf6f87bc71bb972d,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/11_canonical_home.R,983ccfef8e1af1eb8d307077a0b7e3f02ce3975e4f4df409ef64eb6664695212,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/12_canonical_language_framing.R,14eea9b430ce621542f9a17a69201186ee7f26082691be40bc16157c5746031d,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/13_canonical_content.R,389bd51768e4ee4abe13095a5e1e4a53ab4d1e5937999ed4b6f0108d86032507,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/14_canonical_judge_uncertainty.R,28440b94a4897447101675cbd02800c22e002b510a3fe80e838c31570bde9ec6,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/20_figures_main.R,b184c2262fd9f1a9754ec27b350da35789ccc1e24f3abcf289176a08a8aa78a8,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/21_figures_extended.R,19dc55d7ee23071ea809b4360f0ce5d80855599182982b74cec5df07d3df0401,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/30_acceptance.R,26877a661b5eef25ca8894ab7f50c0d74f8c240d8540d34e115d3eef06ea200e,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/40_appendix_descriptives.R,c34da19d1f67b24854de5a97b1baa498758b1c06d10eda3f117b8001b304a6d5,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/audit_figures.R,6486c153c2416b651f84137fea7f23bff041510bf1e264d92e9e96155a6e724d,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/make_release.R,25dd31ead577225002dc50a5785986b1d8eca5423ef652d85adfe260e8adfc24,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source,pipeline/tests_synthetic.R,3838daa94b8a998e7ce2cb36d6be6dcc47ef7a9ae54d11caa15bea5006299d34,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/annotation_pipeline.py,a38c977dfa63acd13dc7b1ff1825d70687924c8c92c47fba1398ee5584fade8f,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/config.py,39a154d408935711630d2279ed710f57d2c9ed1536c84ebf95b6ce29b83e98a6,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/env_utils.py,f368c050e0d7cc881a91b84fb7e65d88256ca1d152aba8cd1477eb1dd77e53ab,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/generate_responses.py,ec337608e50038adaab10b3500167c1a1e1c6873dc06d8a70738ceea5bd894c1,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/make_sample_review.py,04c9a59906213537fea026c20001adb313a7baf83c854095b8570a5d089ec865,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/refusal_umap.py,e420b0afb4ea1a10c361beac04f6a4e31731e99477203c6bacaf3e7f8341d0ea,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/run_pilot.py,10d38d61bf57a3ce64359b248fdebe15465f9324d6e884753430891c0f45467a,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/sample_prompts.py,d8c3778a3d3ae473293a26b5020c45e0ba8ad72b651ebe1f7a6ef0d7afe364a6,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/smoke_test_endpoint.py,fcef0ad5ac21f6238aa8002826ac3930b4559ebf368703fcc09a432c551455e4,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/stamp_prompt_provenance.py,6db86844033b7337c531b73bcd2ae4a175da96399b9c4fcc43985f87585f6065,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/stance_coding.py,aa6f74993214d8541c85ca64cbf2c0f2eb7f59cd51f1a8d56d6519dbc22daebc,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/study_a_jurisdiction_panel.py,033797cd1c3faac85788be046192a8e3a4f05d51272a8ca72f2d3cb7812029a7,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/study_b_runner.py,e90ad8a5c3154ba2703b59fc7c5d1f6a27d9dc73c02cd97f75f20aa437fd52e8,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/translate_prompts.py,26c917d356ad6e350dfb897a7c9208629fee522eacf0e124020e2a0a9a85ba23,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
source_py,scripts/validate_data.py,f7aa52f4b2d37820777929ab3ab8524e64622dc261c1929495fcefcbc50cf122,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
input_data,pipeline/data_clean.RData,e0ff6a91d46df5c18f95d44adf957569840e46aa0fa45b1d0d4e504b61444aaa,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
input_annotations,annotations/full_v1/annotations_all.jsonl,4f000cf276c71cab94f2e82888eaff1c7d21cc70474cceb7011095d2c66fe61b,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
input_annotations,annotations/full_v1/annotations_ar_boundary.jsonl,02a11f4385b5acc88a03ac2dbb287e4133a88a16096314618526f3d862d4837c,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
input_annotations,annotations/full_v1/annotations_en_boundary.jsonl,96879e412635434d6819a39a1748f03436c782f5d22425dddb143f932f208848,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
input_annotations,annotations/full_v1/annotations_hi_boundary.jsonl,cc8f1ea3d9220681caeec90a203c37584fec9a1f3142a30074d1673a5ef293bc,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
input_annotations,annotations/full_v1/annotations_ru_boundary.jsonl,4a3da0ef05c658801d025fd434e89dc6956d06d541f2895e7e381c067eeb4a38,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
input_annotations,annotations/full_v1/annotations_zh_boundary.jsonl,7e055f892419cdfa66e19e3021d385e45fdc5cddd2b7856fdafefc1d9d13cf9b,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
input_annotations,annotations/full_v1/annotations_panel.jsonl,143efa093169a54a661725fb4c4ab1de93f663547690bf6dfee9dcce9c478e23,NA,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
package,tidyverse,NA,2.0.0,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
package,ggplot2,NA,4.0.2,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
package,dplyr,NA,1.2.0,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
package,lme4,NA,1.1.35.5,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
package,logistf,NA,1.26.1,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
package,irr,NA,0.84.1,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
package,umap,NA,0.2.10.0,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
package,digest,NA,0.6.39,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
package,svglite,NA,2.1.3,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
package,ragg,NA,1.3.3,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
package,statmod,NA,1.5.0,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
environment,R,NA,4.4.1,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
environment,python,NA,Python 3.13.5,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
environment,embedding_model,NA,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
environment,seed,NA,20260807,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
environment,B_head,NA,2000,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
environment,B_sens,NA,500,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
environment,B_judge,NA,600,canon_004,6c6c5d3d78beb4f9e15f3421963a6976ea606700,audit/inference-pipeline-review,FALSE,2026-08-07T16:03:02
