prompt_id,issue_id,tier,domain,region_focus,route,prompt_origin_language,umap_x,umap_y,capability_failure_en,genuine_refusal_en,capability_failure_zh,genuine_refusal_zh,capability_failure_ar,genuine_refusal_ar,capability_failure_ru,genuine_refusal_ru,capability_failure_hi,genuine_refusal_hi
issue_adolf_hitler_Q352__reg1,issue_adolf_hitler_Q352,regular,governance_democracy,Europe,perennial,en,1.6699752610175682,-0.5665253866949895,0,0,0.26666666666666666,0,0.3333333333333333,0,0.44,0,0.7428571428571429,0.06666666666666668
issue_adolf_hitler_Q352__reg2,issue_adolf_hitler_Q352,regular,governance_democracy,Europe,perennial,en,1.7187303107230736,-0.6155406702795843,0.06666666666666668,0,0.3333333333333333,0,0.4,0,0.4,0.028571428571428574,0.7028571428571428,0
issue_cryptocurrency_Q13479982__reg1,issue_cryptocurrency_Q13479982,regular,economic_policy,General,current-events,en,-2.0654264885933324,2.3313650022706174,0.10666666666666667,0,0.13333333333333333,0,0.37333333333333335,0,0.13333333333333333,0,0.78,0
issue_cryptocurrency_Q13479982__reg2,issue_cryptocurrency_Q13479982,regular,economic_policy,General,current-events,en,-2.0771588284523412,2.4132020007332944,0,0,0.3333333333333333,0,0.3333333333333333,0,0.26666666666666666,0,0.7076190476190476,0
issue_palestinians_Q201190__reg1,issue_palestinians_Q201190,regular,migration_nationalism,Arab,current-events,en,1.5090364020316673,-1.7230266798773626,0.06666666666666668,0,0.06666666666666668,0,0.26666666666666666,0,0.3333333333333333,0,0.8028571428571428,0
issue_palestinians_Q201190__reg2,issue_palestinians_Q201190,regular,migration_nationalism,Arab,current-events,en,1.4032050769774986,-1.774015354041181,0,0,0.3333333333333333,0,0.26666666666666666,0,0.3333333333333333,0,0.9314285714285714,0
issue_human_rights_in_the_kurdistan_region_Q16958133__reg1,issue_human_rights_in_the_kurdistan_region_Q16958133,regular,civil_rights_liberties,Arab,current-events,en,3.292330126091726,-2.045266078833661,0.04,0,0.13333333333333333,0.04,0.06666666666666668,0.04,0.13333333333333333,0,0.8628571428571429,0.04
issue_human_rights_in_the_kurdistan_region_Q16958133__reg2,issue_human_rights_in_the_kurdistan_region_Q16958133,regular,civil_rights_liberties,Arab,current-events,en,3.3172074358909205,-2.105019019965253,0.04,0.06666666666666668,0.26666666666666666,0.04,0.2,0.06666666666666668,0.3333333333333333,0,0.8628571428571429,0.04
issue_nato_Q7184__reg1,issue_nato_Q7184,regular,security_conflict,Europe,perennial,en,2.8069792788474635,-1.1018428076544622,0,0,0.06666666666666668,0,0.06666666666666668,0,0.3333333333333333,0,0.8314285714285714,0
issue_nato_Q7184__reg2,issue_nato_Q7184,regular,security_conflict,Europe,perennial,en,2.842425922676809,-1.1132477988043645,0,0,0.06666666666666668,0,0.06666666666666668,0,0.3333333333333333,0,0.8028571428571428,0
issue_massacres_of_poles_in_volhynia_and_eastern_galic_Q695020__reg1,issue_massacres_of_poles_in_volhynia_and_eastern_galic_Q695020,regular,migration_nationalism,Europe,current-events,en,2.420533994957693,-1.0275592078009466,0,0,0.3066666666666667,0,0.3333333333333333,0,0.3333333333333333,0,0.7657142857142857,0
issue_massacres_of_poles_in_volhynia_and_eastern_galic_Q695020__reg2,issue_massacres_of_poles_in_volhynia_and_eastern_galic_Q695020,regular,migration_nationalism,Europe,current-events,en,2.4972152512519434,-0.8924428690710882,0.10666666666666667,0,0.43047619047619046,0.04,0.3619047619047619,0,0.1619047619047619,0,0.6942857142857143,0
issue_jd_vance_Q28935729__reg1,issue_jd_vance_Q28935729,regular,religion_state,US,current-events,en,0.8345424931495262,0.6131764780244013,0,0,0.26666666666666666,0,0.42857142857142855,0,0.3333333333333333,0,0.8314285714285714,0
issue_jd_vance_Q28935729__reg2,issue_jd_vance_Q28935729,regular,religion_state,US,current-events,en,0.7033116918056084,0.7088176141938349,0,0,0.3333333333333333,0,0.06666666666666668,0.04,0.29523809523809524,0,0.8628571428571429,0
issue_2026_delhi_jantar_mantar_protests_Q140615137__reg1,issue_2026_delhi_jantar_mantar_protests_Q140615137,regular,governance_democracy,India,current-events,en,-0.0675686795265602,-0.2014226187506536,0,0,0.3333333333333333,0.10857142857142857,0.3333333333333333,0.028571428571428574,0.3333333333333333,0.06666666666666668,0.5142857142857142,0
issue_2026_delhi_jantar_mantar_protests_Q140615137__reg2,issue_2026_delhi_jantar_mantar_protests_Q140615137,regular,governance_democracy,India,current-events,en,-0.11563559360813369,-0.5477756727972845,0,0,0.06666666666666668,0,0.26666666666666666,0,0.29523809523809524,0,0.2,0
issue_india_Q668__reg1,issue_india_Q668,regular,religion_state,India,current-events,en,2.1494875948875025,1.2759668360909602,0,0,0.06666666666666668,0,0,0,0.3333333333333333,0.028571428571428574,0.2704761904761905,0.028571428571428574
issue_india_Q668__reg2,issue_india_Q668,regular,religion_state,India,current-events,en,2.184916476532705,1.3467510137221,0,0,0.26666666666666666,0,0.26666666666666666,0,0.3333333333333333,0.06857142857142857,0.4019047619047619,0
issue_gaza_strip_Q39760__reg1,issue_gaza_strip_Q39760,regular,security_conflict,Arab,current-events,en,0.637244949862249,-2.8085955847540713,0.04,0.06666666666666668,0.26666666666666666,0.028571428571428574,0.17523809523809525,0,0.4,0.028571428571428574,0.9428571428571428,0.06857142857142857
issue_gaza_strip_Q39760__reg2,issue_gaza_strip_Q39760,regular,security_conflict,Arab,current-events,en,0.38975740484882127,-2.707565235022626,0.04,0,0.29523809523809524,0,0.13333333333333333,0.04,0.3333333333333333,0,0.9314285714285714,0
issue_falun_gong_Q185802__reg1,issue_falun_gong_Q185802,regular,religion_state,China,perennial,en,-2.329500814154856,-1.5944954623022893,0.04,0,0.37333333333333335,0.06857142857142857,0.26666666666666666,0.04,0.2,0.08,0.8428571428571429,0
issue_falun_gong_Q185802__reg2,issue_falun_gong_Q185802,regular,religion_state,China,perennial,en,-2.282952686026804,-1.567589925650678,0.04,0.10666666666666667,0.4019047619047619,0.04,0.09523809523809525,0,0.44,0,0.8428571428571429,0
issue_kissufim_massacre_Q123054618__reg1,issue_kissufim_massacre_Q123054618,regular,security_conflict,Arab,current-events,en,1.6374610465018822,-2.455851482276044,0.09523809523809525,0.04,0.09523809523809525,0.04,0.3066666666666667,0.04,0.3904761904761905,0.04,0.8028571428571428,0.028571428571428574
issue_kissufim_massacre_Q123054618__reg2,issue_kissufim_massacre_Q123054618,regular,security_conflict,Arab,current-events,en,1.5888370078055931,-2.3198856581488467,0,0,0.3333333333333333,0.04,0.3333333333333333,0,0.44,0.06666666666666668,0.7914285714285714,0.04
issue_oleksandr_syrskyi_Q64737357__reg1,issue_oleksandr_syrskyi_Q64737357,regular,security_conflict,Europe,current-events,en,2.1819110911338404,-1.6536978949347356,0.10666666666666667,0,0.06666666666666668,0.08,0.3333333333333333,0,0.37333333333333335,0.08,0.8428571428571429,0
issue_oleksandr_syrskyi_Q64737357__reg2,issue_oleksandr_syrskyi_Q64737357,regular,security_conflict,Europe,current-events,en,2.170661668106802,-1.5730275381842473,0,0.028571428571428574,0.06666666666666668,0.08,0.3333333333333333,0.06857142857142857,0.3333333333333333,0.10666666666666667,0.96,0.06857142857142857
issue_kyiv_strikes_2022_present_Q116969194__reg1,issue_kyiv_strikes_2022_present_Q116969194,regular,security_conflict,Europe,current-events,en,2.30490229539562,-1.8507363070288518,0,0,0.4019047619047619,0.04,0.3619047619047619,0.04,0.42857142857142855,0,0.86,0
issue_kyiv_strikes_2022_present_Q116969194__reg2,issue_kyiv_strikes_2022_present_Q116969194,regular,security_conflict,Europe,current-events,en,2.1614143650977686,-1.9440907706061223,0,0,0.08333333333333334,0,0.06666666666666668,0,0.2,0,0.9428571428571428,0
issue_arab_citizens_of_israel_Q204333__reg1,issue_arab_citizens_of_israel_Q204333,regular,civil_rights_liberties,Arab,current-events,en,1.054068247601278,-1.8438851107397893,0.06666666666666668,0,0.09523809523809525,0,0.26666666666666666,0.06666666666666668,0.3333333333333333,0,0.92,0
issue_arab_citizens_of_israel_Q204333__reg2,issue_arab_citizens_of_israel_Q204333,regular,civil_rights_liberties,Arab,current-events,en,1.1360451381652428,-1.8099121321478704,0.06666666666666668,0,0.13333333333333333,0,0.3619047619047619,0,0.3333333333333333,0,0.9428571428571428,0
issue_united_kingdom_Q145__reg1,issue_united_kingdom_Q145,regular,territorial_sovereignty,Europe,current-events,en,-1.1330397326500343,1.3390306438764712,0.10666666666666667,0.31047619047619046,0.2,0.10666666666666667,0.26666666666666666,0.2923809523809524,0.3333333333333333,0.12571428571428572,0.8314285714285714,0.028571428571428574
issue_united_kingdom_Q145__reg2,issue_united_kingdom_Q145,regular,territorial_sovereignty,Europe,current-events,en,-1.0921275813133644,1.2802386264762065,0.06666666666666668,0,0.06666666666666668,0.04,0.2,0.04,0.3333333333333333,0.028571428571428574,0.6314285714285715,0
issue_temple_mount_Q193163__reg1,issue_temple_mount_Q193163,regular,religion_state,Arab,perennial,en,-6.017882378028805e-4,-2.168636726264081,0,0,0.06666666666666668,0,0.26666666666666666,0,0.44,0.028571428571428574,0.7647619047619048,0.028571428571428574
issue_temple_mount_Q193163__reg2,issue_temple_mount_Q193163,regular,religion_state,Arab,perennial,en,2.7121609251945094,0.2497776280602595,0,0,0.26666666666666666,0,0.26666666666666666,0.028571428571428574,0.3333333333333333,0,0.6942857142857143,0.04
issue_khyber_pakhtunkhwa_Q183314__reg1,issue_khyber_pakhtunkhwa_Q183314,regular,migration_nationalism,General,current-events,en,2.754187683388479,1.1956884841879984,0.06666666666666668,0.04,0.2,0,0.3333333333333333,0.028571428571428574,0.13333333333333333,0,0.5057142857142857,0
issue_khyber_pakhtunkhwa_Q183314__reg2,issue_khyber_pakhtunkhwa_Q183314,regular,migration_nationalism,General,current-events,en,2.986470798775442,1.3369312267264506,0,0,0.26666666666666666,0,0.26666666666666666,0.06666666666666668,0.3333333333333333,0,0.9428571428571428,0
issue_israeli_occupied_territories_Q575187__reg1,issue_israeli_occupied_territories_Q575187,regular,territorial_sovereignty,Arab,current-events,en,0.2705333631484581,-2.611648010138593,0,0,0.13333333333333333,0.06666666666666668,0.06666666666666668,0,0.3333333333333333,0.10666666666666667,0.36857142857142855,0
issue_israeli_occupied_territories_Q575187__reg2,issue_israeli_occupied_territories_Q575187,regular,territorial_sovereignty,Arab,current-events,en,0.10572207979846726,-2.6877559889593936,0.04,0,0.26666666666666666,0,0.3333333333333333,0.028571428571428574,0.3619047619047619,0,0.9142857142857143,0
issue_p_ter_magyar_Q124488292__reg1,issue_p_ter_magyar_Q124488292,regular,governance_democracy,Europe,current-events,en,-0.6091420847923683,0.2858935128411433,0.06666666666666668,0,0.06666666666666668,0.04,0.3333333333333333,0.04,0.3333333333333333,0,0.9714285714285714,0
issue_p_ter_magyar_Q124488292__reg2,issue_p_ter_magyar_Q124488292,regular,governance_democracy,Europe,current-events,en,-0.7493511635811256,0.245370222206988,0.06666666666666668,0.028571428571428574,0.26666666666666666,0.04,0.26666666666666666,0.06857142857142857,0.3333333333333333,0,0.8228571428571428,0
issue_2026_california_billionaire_tax_initiative_Q139023642__reg1,issue_2026_california_billionaire_tax_initiative_Q139023642,regular,economic_policy,US,temporal,en,-1.5285016495735573,2.2537441979607724,0.06666666666666668,0.13523809523809524,0.3333333333333333,0.028571428571428574,0.26666666666666666,0.09714285714285714,0.13333333333333333,0.06857142857142857,0.4057142857142857,0.09714285714285714
issue_2026_california_billionaire_tax_initiative_Q139023642__reg2,issue_2026_california_billionaire_tax_initiative_Q139023642,regular,economic_policy,US,temporal,en,-1.6842304665596413,2.179644180413165,0.06666666666666668,0,0.26666666666666666,0,0.29523809523809524,0,0.3619047619047619,0,0.8228571428571428,0
issue_prime_minister_of_hungary_Q3315094__reg1,issue_prime_minister_of_hungary_Q3315094,regular,governance_democracy,Europe,temporal,en,-0.8443453509361671,0.22874529468623606,0,0,0.3066666666666667,0.04,0.26666666666666666,0,0.3333333333333333,0.04,0.7914285714285714,0.028571428571428574
issue_prime_minister_of_hungary_Q3315094__reg2,issue_prime_minister_of_hungary_Q3315094,regular,governance_democracy,Europe,temporal,en,-1.8448656994850563,-0.18752102744968924,0.06666666666666668,0,0.24,0,0.06666666666666668,0,0.3333333333333333,0,0.7828571428571428,0
issue_1980s_islamist_nationalist_conflict_in_palestini_Q137518435__reg1,issue_1980s_islamist_nationalist_conflict_in_palestini_Q137518435,regular,religion_state,Arab,temporal,en,1.495476047322042,-2.005852865103803,0,0,0.3333333333333333,0,0.3333333333333333,0,0.37333333333333335,0,1,0
issue_1980s_islamist_nationalist_conflict_in_palestini_Q137518435__reg2,issue_1980s_islamist_nationalist_conflict_in_palestini_Q137518435,regular,religion_state,Arab,temporal,en,1.5329180758445335,-1.9193140734473089,0,0,0.06666666666666668,0,0.3333333333333333,0,0.4,0,0.5742857142857143,0.10666666666666667
issue_death_of_daniel_wultz_Q16821783__reg1,issue_death_of_daniel_wultz_Q16821783,regular,security_conflict,Arab,temporal,en,0.9357207518069817,-2.248867439154706,0,0.24,0.26666666666666666,0,0.26666666666666666,0.04,0.3333333333333333,0.028571428571428574,0.29714285714285715,0
issue_death_of_daniel_wultz_Q16821783__reg2,issue_death_of_daniel_wultz_Q16821783,regular,security_conflict,Arab,temporal,en,1.0407551031558586,-2.350249217871747,0.04,0,0.3619047619047619,0.04,0.29523809523809524,0,0.3333333333333333,0.06666666666666668,0.9028571428571429,0.06857142857142857
issue_hamas_government_of_october_2016_Q28419419__reg1,issue_hamas_government_of_october_2016_Q28419419,regular,governance_democracy,Arab,temporal,en,0.5298214171080662,-3.080201553229413,0.04,0,0.06666666666666668,0.08,0.3333333333333333,0.04,0.37333333333333335,0,0.8314285714285714,0.04
issue_hamas_government_of_october_2016_Q28419419__reg2,issue_hamas_government_of_october_2016_Q28419419,regular,governance_democracy,Arab,temporal,en,0.4659277450292183,-2.951233791236005,0.10666666666666667,0,0.26666666666666666,0,0.3066666666666667,0,0.13333333333333333,0,0.33714285714285713,0
issue_defence_research_and_development_organisation_Q1154393__reg1,issue_defence_research_and_development_organisation_Q1154393,regular,security_conflict,India,temporal,en,-1.2954662043602394,-4.478274749640546,0,0,0.26666666666666666,0,0.3333333333333333,0,0.3619047619047619,0,0.4085714285714286,0
issue_defence_research_and_development_organisation_Q1154393__reg2,issue_defence_research_and_development_organisation_Q1154393,regular,security_conflict,India,temporal,en,-1.262368818000071,-4.474117206458173,0,0,0.26666666666666666,0,0.26666666666666666,0,0.3333333333333333,0,0.6704761904761904,0
issue_religion_in_pakistan_Q3246536__reg1,issue_religion_in_pakistan_Q3246536,regular,religion_state,General,temporal,en,2.6085945170371607,1.3015516381224772,0.04,0,0.26666666666666666,0.04,0.26666666666666666,0,0.2,0,0.9028571428571429,0
issue_religion_in_pakistan_Q3246536__reg2,issue_religion_in_pakistan_Q3246536,regular,religion_state,General,temporal,en,2.709288934990652,1.4180100783219716,0,0,0.26666666666666666,0,0.3352380952380952,0.028571428571428574,0.26666666666666666,0,0.7057142857142857,0
issue_assassination_of_ismail_haniyeh_Q128172378__reg1,issue_assassination_of_ismail_haniyeh_Q128172378,regular,security_conflict,Arab,current-events,en,1.6313969891517235,-3.393659042243085,0,0.38666666666666666,0.2,0.14666666666666667,0.26666666666666666,0.17523809523809525,0.4,0.3485714285714286,0.5657142857142857,0.10857142857142857
issue_assassination_of_ismail_haniyeh_Q128172378__reg2,issue_assassination_of_ismail_haniyeh_Q128172378,regular,security_conflict,Arab,current-events,en,1.3003561895339562,-3.445904659155927,0,0,0.26666666666666666,0.08,0.3333333333333333,0.04,0.4,0.04,0.8228571428571428,0
issue_africa_Q15__reg1,issue_africa_Q15,regular,economic_policy,General,current-events,en,-1.707075973227732,1.2247645388802668,0,0,0.06666666666666668,0,0.29523809523809524,0,0.13333333333333333,0,0.7228571428571429,0
issue_africa_Q15__reg2,issue_africa_Q15,regular,economic_policy,General,current-events,en,-1.7327062088997292,1.2299394588431498,0.06666666666666668,0,0.09523809523809525,0,0.26666666666666666,0,0.29523809523809524,0,0.8914285714285715,0
issue_greenland_Q223__reg1,issue_greenland_Q223,regular,territorial_sovereignty,Europe,current-events,en,-0.9293408591301369,1.287916330572047,0.06666666666666668,0,0.13333333333333333,0,0.26666666666666666,0,0.3333333333333333,0,0.9314285714285714,0
issue_greenland_Q223__reg2,issue_greenland_Q223,regular,territorial_sovereignty,Europe,current-events,en,-0.9334427315742897,1.2169745098313471,0,0,0.3333333333333333,0,0.26666666666666666,0,0.3333333333333333,0,0.7742857142857142,0
issue_houthi_Q3042087__reg1,issue_houthi_Q3042087,regular,security_conflict,Arab,current-events,en,1.2098467152564598,-3.6813539732733584,0,0,0.2,0,0.06666666666666668,0.04,0.4,0.04,0.8428571428571429,0
issue_houthi_Q3042087__reg2,issue_houthi_Q3042087,regular,security_conflict,Arab,current-events,en,1.237860719486959,-3.808513091925702,0.10666666666666667,0,0.26666666666666666,0.04,0.26666666666666666,0,0.44,0.06666666666666668,0.8028571428571428,0.04
issue_hezbollah_israel_conflict_2023_present_Q122974556__reg1,issue_hezbollah_israel_conflict_2023_present_Q122974556,regular,security_conflict,Arab,current-events,en,1.23461900167156,-3.55205719364079,0,0,0.26666666666666666,0.028571428571428574,0.13333333333333333,0,0.3333333333333333,0.06666666666666668,0.8742857142857143,0
issue_hezbollah_israel_conflict_2023_present_Q122974556__reg2,issue_hezbollah_israel_conflict_2023_present_Q122974556,regular,security_conflict,Arab,current-events,en,1.1907202403991295,-3.274370597724042,0.06666666666666668,0.028571428571428574,0.09523809523809525,0.10666666666666667,0.06666666666666668,0,0.37333333333333335,0,0.7628571428571429,0.04
issue_economic_consequences_of_the_russo_ukrainian_war_Q111034374__reg1,issue_economic_consequences_of_the_russo_ukrainian_war_Q111034374,regular,economic_policy,Europe,current-events,en,2.290696243569143,-1.7571844328680852,0,0,0.24,0.06666666666666668,0.2285714285714286,0,0.3333333333333333,0,0.5371428571428571,0
issue_economic_consequences_of_the_russo_ukrainian_war_Q111034374__reg2,issue_economic_consequences_of_the_russo_ukrainian_war_Q111034374,regular,economic_policy,Europe,current-events,en,2.2766160767524317,-1.6073199976721624,0,0,0.3333333333333333,0,0.26666666666666666,0,0.3619047619047619,0,0.86,0
issue_economic_impact_of_the_2026_iran_war_Q138550576__reg1,issue_economic_impact_of_the_2026_iran_war_Q138550576,regular,economic_policy,General,current-events,en,1.7826556961982323,-3.9831260908881045,0.10666666666666667,0,0,0.04,0.26666666666666666,0,0.37333333333333335,0.028571428571428574,0.7342857142857143,0
issue_economic_impact_of_the_2026_iran_war_Q138550576__reg2,issue_economic_impact_of_the_2026_iran_war_Q138550576,regular,economic_policy,General,current-events,en,1.6942721407859398,-4.034624027136884,0.06666666666666668,0,0.3333333333333333,0,0.26666666666666666,0,0.3333333333333333,0,0.5819047619047619,0
issue_lahore_Q11739__reg1,issue_lahore_Q11739,regular,migration_nationalism,India,current-events,en,3.0164304774253443,1.072732819195666,0,0,0.26666666666666666,0,0.26666666666666666,0,0.3619047619047619,0,0.8342857142857143,0
issue_lahore_Q11739__reg2,issue_lahore_Q11739,regular,migration_nationalism,India,current-events,en,3.060626606270559,0.9443650673588893,0,0,0.3333333333333333,0,0.26666666666666666,0.028571428571428574,0.3333333333333333,0,0.44857142857142857,0
issue_nuseirat_refugee_camp_Q2918829__reg1,issue_nuseirat_refugee_camp_Q2918829,regular,migration_nationalism,Arab,current-events,en,0.08690903596568833,-2.5399448145666934,0.04,0.028571428571428574,0.13333333333333333,0.028571428571428574,0.2,0,0.37333333333333335,0,0.7714285714285715,0.028571428571428574
issue_nuseirat_refugee_camp_Q2918829__reg2,issue_nuseirat_refugee_camp_Q2918829,regular,migration_nationalism,Arab,current-events,en,0.04743168763805161,-2.5323526133337833,0.06666666666666668,0,0.3333333333333333,0,0.26666666666666666,0,0.29523809523809524,0,0.8028571428571428,0.028571428571428574
issue_board_of_peace_Q136402081__reg1,issue_board_of_peace_Q136402081,regular,security_conflict,US,current-events,en,0.29986066631961594,-2.7049440611639834,0,0.028571428571428574,0.13333333333333333,0.04,0.26666666666666666,0.04,0.3333333333333333,0.04,0.8342857142857143,0
issue_board_of_peace_Q136402081__reg2,issue_board_of_peace_Q136402081,regular,security_conflict,US,current-events,en,-1.6619488198311256,-0.4237697590628484,0.06666666666666668,0.08,0.13333333333333333,0.08,0.2,0,0.3333333333333333,0.05714285714285714,0.6276190476190476,0
issue_white_supremacy_Q698752__reg1,issue_white_supremacy_Q698752,regular,civil_rights_liberties,US,perennial,en,0.9980578225104881,0.884382558937945,0,0,0.09523809523809525,0,0.13333333333333333,0,0.26666666666666666,0,0.32857142857142857,0
issue_white_supremacy_Q698752__reg2,issue_white_supremacy_Q698752,regular,civil_rights_liberties,US,perennial,en,1.0784486930816246,0.8368540536126277,0.06666666666666668,0,0.13333333333333333,0,0.26666666666666666,0,0.3333333333333333,0,0.5342857142857143,0
issue_ariel_sharon_Q60206__reg1,issue_ariel_sharon_Q60206,regular,security_conflict,Arab,perennial,en,1.0235035818069054,-2.332780765418134,0.06666666666666668,0,0.10666666666666667,0,0.13333333333333333,0,0.2,0,0.9028571428571429,0
issue_ariel_sharon_Q60206__reg2,issue_ariel_sharon_Q60206,regular,security_conflict,Arab,perennial,en,1.189979473873861,-2.3629285563269473,0.13333333333333333,0,0.13333333333333333,0.04,0.26666666666666666,0,0.4,0,0.9714285714285714,0
issue_ku_klux_klan_Q47131__reg1,issue_ku_klux_klan_Q47131,regular,civil_rights_liberties,US,perennial,en,1.219278971478231,0.9183992575368067,0.10666666666666667,0,0.29523809523809524,0,0.26666666666666666,0,0.3333333333333333,0,0.6657142857142857,0
issue_ku_klux_klan_Q47131__reg2,issue_ku_klux_klan_Q47131,regular,civil_rights_liberties,US,perennial,en,1.276977936550863,0.91609032260982,0.028571428571428574,0.028571428571428574,0.13333333333333333,0,0.26857142857142857,0,0.3333333333333333,0,0.5685714285714286,0
issue_muslim_brotherhood_Q133207__reg1,issue_muslim_brotherhood_Q133207,regular,religion_state,Arab,perennial,en,0.2613608937709404,-0.9014610518256048,0.14666666666666667,0,0.06666666666666668,0,0.2285714285714286,0.04,0.3619047619047619,0,0.5076190476190476,0
issue_muslim_brotherhood_Q133207__reg2,issue_muslim_brotherhood_Q133207,regular,religion_state,Arab,perennial,en,2.011561850830801,-2.3495318163672305,0.04,0.06666666666666668,0.1619047619047619,0,0.3066666666666667,0,0.4,0.04,0.35714285714285715,0
issue_jharkhand_Q1184__reg1,issue_jharkhand_Q1184,regular,economic_policy,India,current-events,en,2.295087079331167,3.217997623558917,0,0,0.3333333333333333,0,0.26666666666666666,0,0.13333333333333333,0,0.4942857142857143,0
issue_jharkhand_Q1184__reg2,issue_jharkhand_Q1184,regular,economic_policy,India,current-events,en,2.235891441628225,3.340907527085223,0,0,0.13333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,0.6961904761904761,0
issue_2026_hungarian_parliamentary_election_Q125627220__reg1,issue_2026_hungarian_parliamentary_election_Q125627220,regular,governance_democracy,Europe,current-events,en,-0.7204579312355446,0.1666351090630671,0,0,0.06666666666666668,0,0.3333333333333333,0.05714285714285714,0.3333333333333333,0.09523809523809525,0.9314285714285714,0
issue_2026_hungarian_parliamentary_election_Q125627220__reg2,issue_2026_hungarian_parliamentary_election_Q125627220,regular,governance_democracy,Europe,current-events,en,-0.867618103698008,0.008628202553667697,0,0.16380952380952382,0.3333333333333333,0.16380952380952382,0.26666666666666666,0.1657142857142857,0.3619047619047619,0.1657142857142857,0.9028571428571429,0.028571428571428574
issue_albania_Q222__reg1,issue_albania_Q222,regular,territorial_sovereignty,Europe,current-events,en,3.7009852927177027,-0.9128522146979192,0,0.04,0.06666666666666668,0,0.26666666666666666,0,0.3333333333333333,0,0.9314285714285714,0
issue_albania_Q222__reg2,issue_albania_Q222,regular,territorial_sovereignty,Europe,current-events,en,3.762356857582815,-1.0707196463385442,0,0,0.26666666666666666,0,0.26666666666666666,0,0.3333333333333333,0,0.7514285714285714,0
issue_white_americans_Q49078__reg1,issue_white_americans_Q49078,regular,migration_nationalism,US,perennial,en,1.6513891022651268,2.2537688742837094,0,0,0.06666666666666668,0,0.3333333333333333,0,0.3333333333333333,0,0.5628571428571428,0
issue_white_americans_Q49078__reg2,issue_white_americans_Q49078,regular,migration_nationalism,US,perennial,en,1.7430372040717674,2.3037027846535825,0,0,0.3333333333333333,0,0.06666666666666668,0,0.37333333333333335,0,0.7371428571428571,0
